doc_id,split,f1_small,f1_large,gap,cost_small,cost_large,tier_label
receipt_00360,train,0.6667,0.6667,0.0,0.003393,0.008382,small-sufficient
receipt_00361,train,0.4444,0.4286,-0.0159,0.004781,0.010731,small-sufficient
receipt_00362,train,0.55,0.5789,0.0289,0.003475,0.009843,large-required
receipt_00363,train,0.2667,0.25,-0.0167,0.002355,0.006528,small-sufficient
receipt_00364,train,0.2258,0.2121,-0.0137,0.005499,0.01746,small-sufficient
receipt_00365,train,0.6667,0.72,0.0533,0.003966,0.011616,large-required
receipt_00366,train,0.4,0.4286,0.0286,0.002965,0.008313,large-required
receipt_00367,train,0.8333,0.8824,0.049,0.003137,0.008829,large-required
receipt_00368,train,0.3333,0.3333,0.0,0.002159,0.00576,small-sufficient
receipt_00369,train,0.2667,0.2667,0.0,0.003488,0.008787,small-sufficient
receipt_00370,train,0.4167,0.4,-0.0167,0.002543,0.008007,small-sufficient
receipt_00371,train,0.3333,0.4516,0.1183,0.002892,0.008979,large-required
receipt_00372,train,0.2353,0.375,0.1397,0.002614,0.006495,large-required
receipt_00373,train,0.4,0.3871,-0.0129,0.003443,0.008907,small-sufficient
receipt_00374,train,0.1714,0.5143,0.3429,0.003216,0.009576,large-required
receipt_00375,train,0.5556,0.5882,0.0327,0.003234,0.00912,large-required
receipt_00376,train,0.55,0.5789,0.0289,0.003414,0.00966,large-required
receipt_00377,train,0.4762,0.5714,0.0952,0.002747,0.007029,large-required
receipt_00378,train,0.1111,0.4,0.2889,0.0022,0.007158,large-required
receipt_00379,train,0.2424,0.7083,0.4659,0.002651,0.011076,large-required
receipt_00380,train,0.3158,0.4444,0.1287,0.00277,0.006783,large-required
receipt_00381,train,0.3636,0.3636,0.0,0.00291,0.007413,small-sufficient
receipt_00382,train,0.5,0.5455,0.0455,0.002166,0.005436,large-required
receipt_00383,train,0.375,0.2222,-0.1528,0.002486,0.006981,small-sufficient
receipt_00384,train,0.375,0.375,0.0,0.002486,0.006501,small-sufficient
receipt_00385,train,0.5652,0.5909,0.0257,0.00472,0.010743,large-required
receipt_00386,train,0.766,0.8,0.034,0.003803,0.010827,large-required
receipt_00387,train,0.4,0.375,-0.025,0.002344,0.00651,small-sufficient
receipt_00388,train,0.5957,0.8043,0.2086,0.008031,0.017346,large-required
receipt_00389,train,0.2222,0.2222,0.0,0.002246,0.006741,small-sufficient
receipt_00390,train,0.3636,0.5217,0.1581,0.002843,0.007557,large-required
receipt_00391,train,0.3333,0.5,0.1667,0.002748,0.006462,large-required
receipt_00392,train,0.1429,0.1379,-0.0049,0.003246,0.008541,small-sufficient
receipt_00393,train,0.1481,0.4615,0.3134,0.002785,0.008013,large-required
receipt_00394,train,0.3077,0.4615,0.1538,0.003232,0.008049,large-required
receipt_00395,train,0.5405,0.5714,0.0309,0.003224,0.00921,large-required
receipt_00396,train,0.1333,0.1176,-0.0157,0.002528,0.007362,small-sufficient
receipt_00397,train,0.5882,0.5882,0.0,0.004696,0.014196,small-sufficient
receipt_00398,train,0.6667,0.4444,-0.2222,0.002639,0.0069,small-sufficient
receipt_00399,train,0.375,0.4286,0.0536,0.002603,0.006147,large-required
receipt_00400,train,0.5,0.4615,-0.0385,0.003885,0.010428,small-sufficient
receipt_00401,train,0.5217,0.5455,0.0237,0.003029,0.007365,large-required
receipt_00402,train,0.1429,0.2667,0.1238,0.002327,0.006444,large-required
receipt_00403,train,0.5,0.5,0.0,0.002163,0.005772,small-sufficient
receipt_00404,train,0.3,0.3902,0.0902,0.003355,0.010788,large-required
receipt_00405,train,0.4,0.5,0.1,0.002439,0.007065,large-required
receipt_00406,train,0.3529,0.4,0.0471,0.00261,0.006168,large-required
receipt_00407,train,0.45,0.619,0.169,0.003291,0.010476,large-required
receipt_00408,train,0.4444,0.4444,0.0,0.002201,0.006756,small-sufficient
receipt_00409,train,0.4,0.5714,0.1714,0.002585,0.007008,large-required
receipt_00410,train,0.6,0.6,0.0,0.002016,0.005451,small-sufficient
receipt_00411,train,0.0,0.3529,0.3529,0.00193,0.006468,large-required
receipt_00412,train,0.3333,0.3333,0.0,0.001923,0.005652,small-sufficient
receipt_00413,train,0.3529,0.5294,0.1765,0.003015,0.009093,large-required
receipt_00414,train,0.4615,0.5714,0.1099,0.002143,0.006012,large-required
receipt_00415,train,0.375,0.4,0.025,0.002484,0.006225,large-required
receipt_00416,train,0.7143,0.75,0.0357,0.003518,0.009972,large-required
receipt_00417,train,0.4762,0.5,0.0238,0.002887,0.007074,large-required
receipt_00418,train,0.8571,0.8571,0.0,0.004198,0.010077,small-sufficient
receipt_00419,train,0.3529,0.5882,0.2353,0.004039,0.012105,large-required
receipt_00420,train,0.3333,0.3333,0.0,0.002157,0.005754,small-sufficient
receipt_00421,train,0.6,0.6,0.0,0.00277,0.007113,small-sufficient
receipt_00422,train,0.5,0.5,0.0,0.002939,0.00738,small-sufficient
receipt_00423,train,0.4444,0.4444,0.0,0.00225,0.006783,small-sufficient
receipt_00424,train,0.25,0.5,0.25,0.002472,0.006534,large-required
receipt_00425,train,0.5,0.4444,-0.0556,0.003214,0.009825,small-sufficient
receipt_00426,train,0.6182,0.6792,0.0611,0.004325,0.012573,large-required
receipt_00427,train,0.3621,0.2931,-0.069,0.007174,0.022335,small-sufficient
receipt_00428,train,0.5,0.5,0.0,0.002151,0.005736,small-sufficient
receipt_00429,train,0.5294,0.5714,0.042,0.00391,0.009858,large-required
receipt_00430,train,0.3429,0.5143,0.1714,0.003901,0.009471,large-required
receipt_00431,train,0.1333,0.2667,0.1333,0.00247,0.006483,large-required
receipt_00432,train,0.4762,0.5556,0.0794,0.003014,0.00669,large-required
receipt_00433,train,0.4706,0.5143,0.0437,0.003694,0.009315,large-required
receipt_00434,train,0.5,0.5,0.0,0.002157,0.005754,small-sufficient
receipt_00435,train,0.6207,0.6667,0.046,0.002984,0.00837,large-required
receipt_00436,train,0.6316,0.6154,-0.0162,0.003309,0.010455,small-sufficient
receipt_00437,train,0.2667,0.375,0.1083,0.003341,0.008841,large-required
receipt_00438,train,0.625,0.5833,-0.0417,0.003827,0.011439,small-sufficient
receipt_00439,train,0.4828,0.7,0.2172,0.004248,0.013437,large-required
receipt_00440,train,0.3333,0.5,0.1667,0.003103,0.007782,large-required
receipt_00441,train,0.3,0.3333,0.0333,0.002893,0.006777,large-required
receipt_00442,train,0.5294,0.5625,0.0331,0.003133,0.008817,large-required
receipt_00443,train,0.381,0.4762,0.0952,0.002761,0.007146,large-required
receipt_00444,train,0.3333,0.3333,0.0,0.002629,0.00681,small-sufficient
receipt_00445,train,0.5,0.5,0.0,0.002366,0.007101,small-sufficient
receipt_00446,train,0.5,0.5,0.0,0.002163,0.005772,small-sufficient
receipt_00447,train,0.1429,0.1429,0.0,0.002473,0.006612,small-sufficient
receipt_00448,train,0.4444,0.4444,0.0,0.003218,0.009672,small-sufficient
receipt_00449,train,0.1818,0.2609,0.0791,0.002564,0.00819,large-required
receipt_00450,train,0.4444,0.4444,0.0,0.002559,0.0066,small-sufficient
receipt_00451,train,0.125,0.25,0.125,0.002466,0.006456,large-required
receipt_00452,train,0.5,0.5,0.0,0.002155,0.005748,small-sufficient
receipt_00453,train,0.0,0.2857,0.2857,0.002095,0.006258,large-required
receipt_00454,train,0.6154,0.6667,0.0513,0.003284,0.00759,large-required
receipt_00455,train,0.4444,0.6471,0.2026,0.00405,0.009153,large-required
receipt_00456,train,0.56,0.5833,0.0233,0.002642,0.007644,large-required
receipt_00457,train,0.2857,0.3333,0.0476,0.002457,0.005829,large-required
receipt_00458,train,0.1667,0.1667,0.0,0.002184,0.005715,small-sufficient
receipt_00459,train,0.6452,0.6667,0.0215,0.003583,0.008487,large-required
receipt_00460,train,0.3158,0.5882,0.2724,0.002422,0.006729,large-required
receipt_00461,train,0.3478,0.4,0.0522,0.00292,0.007968,large-required
receipt_00462,train,0.1429,0.1429,0.0,0.002363,0.006252,small-sufficient
receipt_00463,train,0.0,0.3077,0.3077,0.001756,0.005766,large-required
receipt_00464,train,0.4,0.375,-0.025,0.002351,0.006516,small-sufficient
receipt_00465,train,0.2857,0.2857,0.0,0.002815,0.007248,small-sufficient
receipt_00466,train,0.4,0.4,0.0,0.003583,0.008832,small-sufficient
receipt_00467,train,0.5556,0.5556,0.0,0.002265,0.006798,small-sufficient
receipt_00468,train,0.5946,0.8095,0.2149,0.00294,0.010308,large-required
receipt_00469,train,0.24,0.3846,0.1446,0.002997,0.007929,large-required
receipt_00470,train,0.2222,0.3529,0.1307,0.002595,0.006468,large-required
receipt_00471,train,0.25,0.2857,0.0357,0.00262,0.006228,large-required
receipt_00472,train,0.24,0.1538,-0.0862,0.002487,0.007764,small-sufficient
receipt_00473,train,0.375,0.375,0.0,0.002509,0.00657,small-sufficient
receipt_00474,train,0.4286,0.4286,0.0,0.002337,0.006174,small-sufficient
receipt_00475,train,0.7097,0.7083,-0.0013,0.005959,0.01926,small-sufficient
receipt_00476,train,0.4667,0.4667,0.0,0.002886,0.008676,small-sufficient
receipt_00477,train,0.5,0.6667,0.1667,0.002325,0.006648,large-required
receipt_00478,train,0.4912,0.5882,0.097,0.004477,0.012744,large-required
receipt_00479,train,0.2222,0.4348,0.2126,0.002391,0.008031,large-required
receipt_00480,train,0.2857,0.1429,-0.1429,0.00245,0.006543,small-sufficient
receipt_00481,train,0.1818,0.5455,0.3636,0.00391,0.011628,large-required
receipt_00482,train,0.2857,0.2857,0.0,0.002342,0.006144,small-sufficient
receipt_00483,train,0.3077,0.3077,0.0,0.00229,0.006048,small-sufficient
receipt_00484,train,0.3333,0.375,0.0417,0.002778,0.006552,large-required
receipt_00485,train,0.2667,0.375,0.1083,0.002072,0.006444,large-required
receipt_00486,train,0.375,0.375,0.0,0.002486,0.006501,small-sufficient
receipt_00487,train,0.6222,0.6364,0.0141,0.004576,0.010686,small-sufficient
receipt_00488,train,0.3333,0.4,0.0667,0.002858,0.006462,large-required
receipt_00489,train,0.1667,0.1667,0.0,0.003607,0.009204,small-sufficient
receipt_00490,train,0.0,0.0,0.0,0.00229,0.006498,small-sufficient
receipt_00491,train,0.6667,0.6667,0.0,0.002559,0.0066,small-sufficient
receipt_00492,train,0.25,0.5625,0.3125,0.00297,0.009093,large-required
receipt_00493,train,0.3333,0.4286,0.0952,0.002828,0.008127,large-required
receipt_00494,train,0.3333,0.5,0.1667,0.001908,0.005622,large-required
receipt_00495,train,0.1667,0.1667,0.0,0.002214,0.005925,small-sufficient
receipt_00496,train,0.7059,0.6667,-0.0392,0.003714,0.00885,small-sufficient
receipt_00497,train,0.2667,0.375,0.1083,0.002356,0.006531,large-required
receipt_00498,train,0.6667,0.6667,0.0,0.002583,0.006672,small-sufficient
receipt_00499,train,0.6429,0.7857,0.1429,0.00331,0.008253,large-required
receipt_00500,train,0.4444,0.6286,0.1841,0.004015,0.009498,large-required
receipt_00501,train,0.5,0.6667,0.1667,0.002542,0.007614,large-required
receipt_00502,train,0.3077,0.4286,0.1209,0.003216,0.008601,large-required
receipt_00503,train,0.1429,0.5714,0.4286,0.003203,0.008232,large-required
receipt_00504,train,0.1176,0.1111,-0.0065,0.002736,0.007311,small-sufficient
receipt_00505,train,0.5263,0.48,-0.0463,0.004182,0.018084,small-sufficient
receipt_00506,train,0.2,0.2,0.0,0.002035,0.005508,small-sufficient
receipt_00507,train,0.2222,0.0,-0.2222,0.001962,0.005394,small-sufficient
receipt_00508,train,0.3111,0.5455,0.2343,0.003957,0.011574,large-required
receipt_00509,train,0.1818,0.3077,0.1259,0.001853,0.006072,large-required
receipt_00510,train,0.1818,0.5455,0.3636,0.003813,0.009297,large-required
receipt_00511,train,0.5714,0.5333,-0.0381,0.002024,0.00636,small-sufficient
receipt_00512,train,0.6667,0.6667,0.0,0.002239,0.00672,small-sufficient
receipt_00513,train,0.2857,0.2857,0.0,0.002346,0.006201,small-sufficient
receipt_00514,train,0.4,0.4211,0.0211,0.002425,0.006978,large-required
receipt_00515,train,0.3846,0.5385,0.1538,0.003173,0.007827,large-required
receipt_00516,train,0.5,0.5,0.0,0.003848,0.009432,small-sufficient
receipt_00517,train,0.7273,0.7273,0.0,0.002426,0.007281,small-sufficient
receipt_00518,train,0.1818,0.2,0.0182,0.002196,0.005526,small-sufficient
receipt_00519,train,0.2857,0.2857,0.0,0.002324,0.00615,small-sufficient
receipt_00520,train,0.4,0.4,0.0,0.002721,0.007041,small-sufficient
receipt_00521,train,0.3889,0.2632,-0.1257,0.004443,0.011352,small-sufficient
receipt_00522,train,0.3571,0.6,0.2429,0.00322,0.008748,large-required
receipt_00523,train,0.3333,0.3333,0.0,0.002157,0.005754,small-sufficient
receipt_00524,train,0.4,0.5455,0.1455,0.002019,0.00576,large-required
receipt_00525,train,0.1538,0.25,0.0962,0.002187,0.006714,large-required
receipt_00526,train,0.5,0.3529,-0.1471,0.002165,0.006738,small-sufficient
receipt_00527,train,0.4471,0.4946,0.0476,0.00745,0.019848,large-required
receipt_00528,train,0.4286,0.48,0.0514,0.00351,0.007818,large-required
receipt_00529,train,0.3333,0.3158,-0.0175,0.002473,0.006807,small-sufficient
receipt_00530,train,0.1429,0.125,-0.0179,0.002408,0.006957,small-sufficient
receipt_00531,train,0.3333,0.3333,0.0,0.002139,0.0057,small-sufficient
receipt_00532,train,0.2857,0.2667,-0.019,0.002092,0.006624,small-sufficient
receipt_00533,train,0.4615,0.4615,0.0,0.002689,0.00798,small-sufficient
receipt_00534,train,0.3333,0.5143,0.181,0.004319,0.01026,large-required
receipt_00535,train,0.5,0.5,0.0,0.002161,0.005646,small-sufficient
receipt_00536,train,0.4211,0.5263,0.1053,0.002221,0.006726,large-required
receipt_00537,train,0.3077,0.4,0.0923,0.00244,0.005328,large-required
receipt_00538,train,0.717,0.7308,0.0138,0.004073,0.011937,small-sufficient
receipt_00539,train,0.5625,0.6,0.0375,0.003029,0.008505,large-required
receipt_00540,train,0.25,0.3846,0.1346,0.00251,0.008133,large-required
receipt_00541,train,0.375,0.4286,0.0536,0.002564,0.00603,large-required
receipt_00542,train,0.3,0.3,0.0,0.002758,0.007077,small-sufficient
receipt_00543,train,0.0952,0.087,-0.0083,0.002957,0.008229,small-sufficient
receipt_00544,train,0.3853,0.7963,0.411,0.007504,0.021975,large-required
receipt_00545,train,0.4231,0.3729,-0.0502,0.004905,0.013473,small-sufficient
receipt_00546,train,0.4,0.2353,-0.1647,0.002309,0.00666,small-sufficient
receipt_00547,train,0.5,0.4706,-0.0294,0.00245,0.006723,small-sufficient
receipt_00548,train,0.3429,0.5143,0.1714,0.003913,0.009522,large-required
receipt_00549,train,0.5806,0.7333,0.1527,0.003587,0.008589,large-required
receipt_00550,train,0.3158,0.1818,-0.134,0.003105,0.011658,small-sufficient
receipt_00551,train,0.4828,0.5385,0.0557,0.00292,0.008043,large-required
receipt_00552,train,0.2424,0.7083,0.4659,0.002651,0.011076,large-required
receipt_00553,train,0.3529,0.625,0.2721,0.002594,0.006495,large-required
receipt_00554,train,0.3158,0.3158,0.0,0.00224,0.006813,small-sufficient
receipt_00555,train,0.2,0.4615,0.2615,0.002379,0.007965,large-required
receipt_00556,train,0.2,0.4118,0.2118,0.003242,0.009234,large-required
receipt_00557,train,0.4,0.4,0.0,0.002038,0.005412,small-sufficient
receipt_00558,train,0.3077,0.4138,0.1061,0.003058,0.008757,large-required
receipt_00559,train,0.375,0.4286,0.0536,0.00262,0.006198,large-required
receipt_00560,train,0.6897,0.8333,0.1437,0.004485,0.010848,large-required
receipt_00561,train,0.3333,0.3333,0.0,0.00214,0.005703,small-sufficient
receipt_00562,train,0.2222,0.2353,0.0131,0.00278,0.006858,small-sufficient
receipt_00563,train,0.6061,0.6061,0.0,0.004479,0.01341,small-sufficient
receipt_00564,train,0.3333,0.4,0.0667,0.003065,0.008283,large-required
receipt_00565,train,0.6667,0.6667,0.0,0.002229,0.00669,small-sufficient
receipt_00566,train,0.2353,0.375,0.1397,0.002632,0.006579,large-required
receipt_00567,train,0.3667,0.381,0.0143,0.004978,0.019347,small-sufficient
receipt_00568,train,0.1053,0.4,0.2947,0.002189,0.007575,large-required
receipt_00569,train,0.4267,0.8533,0.4267,0.005145,0.015228,large-required
receipt_00570,train,0.6154,0.6667,0.0513,0.0027,0.007518,large-required
receipt_00571,train,0.3333,0.2609,-0.0725,0.003055,0.007488,small-sufficient
receipt_00572,train,0.2353,0.1111,-0.1242,0.002565,0.007008,small-sufficient
receipt_00573,train,0.3,0.4444,0.1444,0.002917,0.006834,large-required
receipt_00574,train,0.4242,0.7059,0.2816,0.002962,0.009204,large-required
receipt_00575,train,0.3333,0.48,0.1467,0.003043,0.007872,large-required
receipt_00576,train,0.375,0.4,0.025,0.002623,0.006507,large-required
receipt_00577,train,0.4211,0.5,0.0789,0.002605,0.007023,large-required
receipt_00578,train,0.3333,0.2222,-0.1111,0.002589,0.00669,small-sufficient
receipt_00579,train,0.3636,0.3636,0.0,0.002021,0.005466,small-sufficient
receipt_00580,train,0.4615,0.3636,-0.0979,0.002292,0.005349,small-sufficient
receipt_00581,train,0.3333,0.5,0.1667,0.003081,0.007716,large-required
receipt_00582,train,0.6,0.6667,0.0667,0.002817,0.006549,large-required
receipt_00583,train,0.3478,0.5833,0.2355,0.002521,0.007776,large-required
receipt_00584,train,0.6494,0.7353,0.0859,0.008017,0.015864,large-required
receipt_00585,train,0.1538,0.3333,0.1795,0.003352,0.007764,large-required
receipt_00586,train,0.6667,0.6667,0.0,0.002974,0.007485,small-sufficient
receipt_00587,train,0.16,0.5,0.34,0.003394,0.008145,large-required
receipt_00588,train,0.4667,0.4138,-0.0529,0.003544,0.008565,small-sufficient
receipt_00589,train,0.5714,0.5714,0.0,0.002721,0.008166,small-sufficient
receipt_00590,train,0.6667,0.75,0.0833,0.002703,0.006327,large-required
receipt_00591,train,0.4,0.5,0.1,0.00232,0.006423,large-required
receipt_00592,train,0.2105,0.2105,0.0,0.002753,0.007062,small-sufficient
receipt_00593,train,0.25,0.5,0.25,0.002133,0.006402,large-required
receipt_00594,train,0.5,0.5,0.0,0.002163,0.005652,small-sufficient
receipt_00595,train,0.2857,0.3636,0.0779,0.003948,0.011472,large-required
receipt_00596,train,0.4545,0.381,-0.0736,0.0029,0.007068,small-sufficient
receipt_00597,train,0.1538,0.4615,0.3077,0.002682,0.008049,large-required
receipt_00598,train,0.5,0.4865,-0.0135,0.004067,0.009984,small-sufficient
receipt_00599,train,0.4762,0.4762,0.0,0.002832,0.007329,small-sufficient
receipt_00600,train,0.3333,0.3333,0.0,0.002145,0.005598,small-sufficient
receipt_00601,train,0.6415,0.6296,-0.0119,0.005057,0.012279,small-sufficient
receipt_00602,train,0.5,0.5,0.0,0.002169,0.00579,small-sufficient
receipt_00603,train,0.5714,0.5405,-0.0309,0.003757,0.009924,small-sufficient
receipt_00604,train,0.5455,0.5714,0.026,0.003041,0.007401,large-required
receipt_00605,train,0.5,0.5556,0.0556,0.002859,0.006675,large-required
receipt_00606,train,0.5455,0.5455,0.0,0.00249,0.007473,small-sufficient
receipt_00607,train,0.3448,0.3448,0.0,0.003566,0.008781,small-sufficient
receipt_00608,train,0.4706,0.4444,-0.0261,0.002181,0.006861,small-sufficient
receipt_00609,train,0.5,0.6667,0.1667,0.003034,0.007635,large-required
receipt_00610,train,0.4828,0.5333,0.0506,0.002833,0.008802,large-required
receipt_00611,train,0.4211,0.4444,0.0234,0.002317,0.006729,large-required
receipt_00612,train,0.4,0.3871,-0.0129,0.002809,0.008865,small-sufficient
receipt_00613,train,0.5652,0.6522,0.087,0.004514,0.010845,large-required
receipt_00614,train,0.4444,0.4571,0.0127,0.003292,0.009549,small-sufficient
receipt_00615,train,0.375,0.375,0.0,0.002159,0.00648,small-sufficient
receipt_00616,train,0.5833,0.6667,0.0833,0.003053,0.007722,large-required
receipt_00617,train,0.6667,0.6809,0.0142,0.003494,0.0111,small-sufficient
receipt_00618,train,0.2353,0.2667,0.0314,0.002653,0.006297,large-required
receipt_00619,train,0.5217,0.5714,0.0497,0.002573,0.007137,large-required
receipt_00620,train,0.3333,0.3333,0.0,0.002189,0.005865,small-sufficient
receipt_00621,train,0.4,0.4444,0.0444,0.002876,0.006726,large-required
receipt_00622,train,0.5517,0.5517,0.0,0.003324,0.00831,small-sufficient
receipt_00623,train,0.6129,0.6377,0.0248,0.005646,0.015786,large-required
receipt_00624,train,0.5,0.5294,0.0294,0.003235,0.009123,large-required
receipt_00625,train,0.375,0.4,0.025,0.002167,0.006189,large-required
receipt_00626,train,0.5714,0.5556,-0.0159,0.003649,0.009225,small-sufficient
receipt_00627,train,0.125,0.1176,-0.0074,0.002349,0.00663,small-sufficient
receipt_00628,train,0.3333,0.3333,0.0,0.002139,0.0057,small-sufficient
receipt_00629,train,0.381,0.4211,0.0401,0.002871,0.006666,large-required
receipt_00630,train,0.5217,0.5217,0.0,0.003682,0.011049,small-sufficient
receipt_00631,train,0.625,0.625,0.0,0.002946,0.008841,small-sufficient
receipt_00632,train,0.25,0.2353,-0.0147,0.002479,0.00678,small-sufficient
receipt_00633,train,0.64,0.6275,-0.0125,0.003801,0.011751,small-sufficient
receipt_00634,train,0.3333,0.5263,0.193,0.002464,0.006765,large-required
receipt_00635,train,0.75,0.75,0.0,0.003308,0.009927,small-sufficient
receipt_00636,train,0.25,0.25,0.0,0.002497,0.006534,small-sufficient
receipt_00637,train,0.3333,0.3333,0.0,0.001935,0.005808,small-sufficient
receipt_00638,train,0.25,0.25,0.0,0.0025,0.006573,small-sufficient
receipt_00639,train,0.5,0.5,0.0,0.002157,0.005754,small-sufficient
receipt_00640,train,0.2353,0.3333,0.098,0.002551,0.007026,large-required
receipt_00641,train,0.5833,0.5833,0.0,0.002523,0.007572,small-sufficient
receipt_00642,train,0.4286,0.4286,0.0,0.002364,0.00612,small-sufficient
receipt_00643,train,0.3333,0.5,0.1667,0.003093,0.007752,large-required
receipt_00644,train,0.4,0.4,0.0,0.002322,0.006129,small-sufficient
receipt_00645,train,0.2857,0.3333,0.0476,0.003243,0.008772,large-required
receipt_00646,train,0.6207,0.6429,0.0222,0.0028,0.008148,large-required
receipt_00647,train,0.3333,0.6667,0.3333,0.003168,0.009522,large-required
receipt_00648,train,0.1176,0.4615,0.3439,0.002895,0.006168,large-required
receipt_00649,train,0.6111,0.6471,0.0359,0.003995,0.009123,large-required
receipt_00650,train,0.3333,0.5556,0.2222,0.00222,0.006648,large-required
receipt_00651,train,0.2222,0.375,0.1528,0.002751,0.006486,large-required
receipt_00652,train,0.125,0.1111,-0.0139,0.002379,0.00696,small-sufficient
receipt_00653,train,0.6383,0.6531,0.0148,0.00377,0.011883,small-sufficient
receipt_00654,train,0.5,0.5,0.0,0.002484,0.006495,small-sufficient
receipt_00655,train,0.6667,0.6667,0.0,0.00304,0.007683,small-sufficient
receipt_00656,train,0.6154,0.6667,0.0513,0.002093,0.005922,large-required
receipt_00657,train,0.4286,0.5,0.0714,0.002196,0.006726,large-required
receipt_00658,train,0.4444,0.2353,-0.2092,0.002724,0.00666,small-sufficient
receipt_00659,train,0.6471,0.7059,0.0588,0.003076,0.009261,large-required
receipt_00660,train,0.2927,0.4286,0.1359,0.00428,0.010848,large-required
receipt_00661,train,0.2667,0.25,-0.0167,0.003204,0.01068,small-sufficient
receipt_00662,train,0.5,0.5,0.0,0.002151,0.005616,small-sufficient
receipt_00663,train,0.3529,0.375,0.0221,0.002637,0.006564,large-required
receipt_00664,train,0.5,0.4286,-0.0714,0.002614,0.009105,small-sufficient
receipt_00665,train,0.4615,0.6667,0.2051,0.00231,0.005763,large-required
receipt_00666,train,0.6087,0.6087,0.0,0.004611,0.011166,small-sufficient
receipt_00667,train,0.6667,0.6829,0.0163,0.003542,0.010344,small-sufficient
receipt_00668,train,0.5294,0.5,-0.0294,0.003041,0.009711,small-sufficient
receipt_00669,train,0.3077,0.3333,0.0256,0.002299,0.005745,large-required
receipt_00670,train,0.0,0.0,0.0,0.002114,0.005325,small-sufficient
receipt_00671,train,0.4,0.5882,0.1882,0.002321,0.006666,large-required
receipt_00672,train,0.4,0.4,0.0,0.002035,0.005403,small-sufficient
receipt_00673,train,0.5,0.5,0.0,0.001917,0.005754,small-sufficient
receipt_00674,train,0.5833,0.6275,0.0441,0.008092,0.020784,large-required
receipt_00675,train,0.3529,0.375,0.0221,0.002267,0.006519,large-required
receipt_00676,train,0.0,0.3333,0.3333,0.001767,0.005799,large-required
receipt_00677,train,0.4444,0.4444,0.0,0.002232,0.006744,small-sufficient
receipt_00678,train,0.2857,0.375,0.0893,0.002035,0.006768,large-required
receipt_00679,train,0.25,0.25,0.0,0.002131,0.006396,small-sufficient
receipt_00680,train,0.5333,0.619,0.0857,0.003814,0.01065,large-required
receipt_00681,train,0.5294,0.5625,0.0331,0.003141,0.008841,large-required
receipt_00682,train,0.2,0.2,0.0,0.002181,0.005661,small-sufficient
receipt_00683,train,0.4571,0.5625,0.1054,0.003151,0.008691,large-required
receipt_00684,train,0.2857,0.2727,-0.013,0.002771,0.007431,small-sufficient
receipt_00685,train,0.48,0.48,0.0,0.00319,0.008088,small-sufficient
receipt_00686,train,0.5,0.5789,0.0789,0.003085,0.009858,large-required
receipt_00687,train,0.2727,0.5455,0.2727,0.003012,0.007704,large-required
receipt_00688,train,0.6415,0.6667,0.0252,0.004,0.012333,large-required
receipt_00689,train,0.2222,0.5333,0.3111,0.003075,0.008673,large-required
receipt_00690,train,0.2667,0.4286,0.1619,0.004175,0.009813,large-required
receipt_00691,train,0.2857,0.4444,0.1587,0.003476,0.008376,large-required
receipt_00692,train,0.3158,0.3,-0.0158,0.002524,0.00696,small-sufficient
receipt_00693,train,0.4615,0.4615,0.0,0.002869,0.00861,small-sufficient
receipt_00694,train,0.0,0.0,0.0,0.002164,0.006495,small-sufficient
receipt_00695,train,0.5714,0.5714,0.0,0.001881,0.005076,small-sufficient
receipt_00696,train,0.4706,0.5405,0.07,0.003611,0.009801,large-required
receipt_00697,train,0.3333,0.3333,0.0,0.001905,0.005598,small-sufficient
receipt_00698,train,0.3333,0.3333,0.0,0.002139,0.0057,small-sufficient
receipt_00699,train,0.6923,0.9231,0.2308,0.003042,0.007614,large-required
receipt_00700,train,0.3529,0.7059,0.3529,0.003001,0.008976,large-required
receipt_00701,train,0.6341,0.6173,-0.0169,0.005583,0.016632,small-sufficient
receipt_00702,train,0.4118,0.5882,0.1765,0.003082,0.009204,large-required
receipt_00703,train,0.5,0.5,0.0,0.001899,0.00558,small-sufficient
receipt_00704,train,0.625,0.5833,-0.0417,0.003827,0.011439,small-sufficient
receipt_00705,train,0.4,0.5,0.1,0.002047,0.006444,large-required
receipt_00706,train,0.6316,0.6667,0.0351,0.00268,0.006603,large-required
receipt_00707,train,0.3333,0.3333,0.0,0.004039,0.00984,small-sufficient
receipt_00708,train,0.16,0.1176,-0.0424,0.004105,0.012138,small-sufficient
receipt_00709,train,0.7907,0.814,0.0233,0.005586,0.016836,large-required
receipt_00710,train,0.087,0.0769,-0.01,0.003132,0.008799,small-sufficient
receipt_00711,train,0.6667,0.5843,-0.0824,0.005437,0.019104,small-sufficient
receipt_00712,train,0.2667,0.2667,0.0,0.002314,0.006105,small-sufficient
receipt_00713,train,0.3333,0.375,0.0417,0.002744,0.00645,large-required
receipt_00714,train,0.2353,0.2222,-0.0131,0.002472,0.006759,small-sufficient
receipt_00715,train,0.1905,0.3,0.1095,0.002888,0.007092,large-required
receipt_00716,train,0.3158,0.6,0.2842,0.002741,0.007326,large-required
receipt_00717,train,0.3846,0.5,0.1154,0.003255,0.007518,large-required
receipt_00718,train,0.3158,0.4,0.0842,0.004461,0.010011,large-required
receipt_00719,train,0.3333,0.3333,0.0,0.002809,0.00735,small-sufficient
receipt_00720,train,0.7879,0.8125,0.0246,0.006062,0.013554,large-required
