doc_id,split,f1_small,f1_large,gap,cost_small,cost_large,cached,tier_label
X51006557188,train,0.75,0.75,0.0,0.002222,0.01149,False,small-sufficient
X51006557202,train,0.75,1.0,0.25,0.00219,0.01108,False,large-required
X51006557210,train,0.75,0.75,0.0,0.002218,0.01148,False,small-sufficient
X51006557213,train,0.75,0.75,0.0,0.002197,0.01136,False,small-sufficient
X51006557199,train,0.75,0.75,0.0,0.002239,0.01162,False,small-sufficient
X51006557195,train,0.75,0.75,0.0,0.00229,0.01188,False,small-sufficient
X51006619341,train,1.0,1.0,0.0,0.002174,0.010665,False,small-sufficient
X51006557508,train,0.75,0.75,0.0,0.002242,0.011615,False,small-sufficient
X51006557198,train,0.75,0.75,0.0,0.002273,0.011785,False,small-sufficient
X51006619343,train,0.75,1.0,0.25,0.002079,0.01097,False,large-required
X51006619496,train,0.25,0.5,0.25,0.002108,0.01007,False,large-required
X51006619545,train,0.5,0.75,0.25,0.002497,0.013,False,large-required
X51006619342,train,1.0,1.0,0.0,0.002113,0.01026,False,small-sufficient
X51006556838,train,0.75,1.0,0.25,0.002237,0.011445,False,large-required
X51006619550,train,0.5,0.25,-0.25,0.002185,0.01078,False,small-sufficient
X51006619561,train,1.0,0.75,-0.25,0.002162,0.010755,False,small-sufficient
X51006619566,train,0.25,0.25,0.0,0.001953,0.00931,False,small-sufficient
X51006619694,train,0.75,0.75,0.0,0.002047,0.01073,False,small-sufficient
X51006619696,train,0.5,0.25,-0.25,0.001967,0.009435,False,small-sufficient
X51006619697,train,0.25,0.75,0.5,0.002055,0.01012,False,large-required
X51006619698,train,1.0,1.0,0.0,0.002161,0.01054,False,small-sufficient
X51006619563,train,0.25,0.25,0.0,0.001959,0.009315,False,small-sufficient
X51006557193,train,0.75,0.75,0.0,0.002197,0.011365,False,small-sufficient
X51006619772,train,0.75,1.0,0.25,0.002111,0.01056,False,large-required
X51006619783,train,0.75,0.75,0.0,0.001964,0.009445,False,small-sufficient
X51006619758,train,0.25,0.25,0.0,0.002014,0.00959,False,small-sufficient
X51006619765,train,0.75,0.75,0.0,0.002247,0.011935,False,small-sufficient
X51006619777,train,0.25,0.25,0.0,0.00204,0.009745,False,small-sufficient
X51006619780,train,0.75,1.0,0.25,0.001946,0.00935,False,large-required
X51006619862,train,1.0,1.0,0.0,0.002155,0.010485,False,small-sufficient
X51006619854,train,0.25,0.25,0.0,0.001998,0.009445,False,small-sufficient
X51006620161,train,1.0,1.0,0.0,0.002015,0.00965,False,small-sufficient
X51006619785,train,0.75,0.75,0.0,0.002371,0.01249,False,small-sufficient
X51006620181,train,0.5,0.75,0.25,0.002016,0.00991,False,large-required
X51006620176,train,1.0,1.0,0.0,0.002143,0.01047,False,small-sufficient
X51006620186,train,1.0,1.0,0.0,0.002339,0.01156,False,small-sufficient
X51006620187,train,0.5,0.75,0.25,0.002234,0.011005,False,large-required
X51006620189,train,0.25,0.5,0.25,0.00229,0.01118,False,large-required
X51006619709,train,1.0,1.0,0.0,0.002405,0.01195,False,small-sufficient
X51006392313,train,1.0,1.0,0.0,0.002242,0.011465,False,small-sufficient
X51006620414,train,0.5,0.75,0.25,0.001961,0.010745,False,large-required
X51006647932,train,0.75,1.0,0.25,0.002007,0.0097,False,large-required
X51006620190,train,1.0,1.0,0.0,0.002166,0.01059,False,small-sufficient
X51006620191,train,0.5,0.5,0.0,0.001854,0.0099,False,small-sufficient
X51006679222,train,0.5,0.5,0.0,0.002034,0.010865,False,small-sufficient
X51006414429,train,0.5,1.0,0.5,0.002106,0.010415,False,large-required
X51006714065,train,1.0,1.0,0.0,0.001921,0.00908,False,small-sufficient
X51006679216,train,0.5,0.75,0.25,0.002281,0.011645,False,large-required
X51006856981,train,0.75,1.0,0.25,0.002037,0.010615,False,large-required
X51006733494,train,0.5,0.75,0.25,0.002023,0.01004,False,large-required
X51006828217,train,0.25,0.5,0.25,0.002007,0.0095,False,large-required
X51006713996,train,0.75,1.0,0.25,0.002233,0.0111,False,large-required
X51006857071,train,0.75,0.75,0.0,0.001973,0.00979,False,small-sufficient
X51006857265,train,0.75,0.75,0.0,0.002152,0.01108,False,small-sufficient
X51006867436,train,1.0,1.0,0.0,0.002002,0.010335,False,small-sufficient
X51006867435,train,1.0,1.0,0.0,0.001962,0.010025,False,small-sufficient
X51006857660,train,0.5,0.75,0.25,0.002141,0.010645,False,large-required
X51006882603,train,0.75,1.0,0.25,0.002295,0.01178,False,large-required
X51006912960,train,0.75,0.75,0.0,0.002092,0.01037,False,small-sufficient
X51006912972,train,0.75,1.0,0.25,0.002029,0.010385,False,large-required
X51006913007,train,1.0,0.75,-0.25,0.00226,0.011205,False,small-sufficient
X51006913019,train,1.0,0.75,-0.25,0.002404,0.01255,False,small-sufficient
X51006913024,train,0.75,1.0,0.25,0.002035,0.01044,False,large-required
X51006913031,train,0.75,1.0,0.25,0.002004,0.010235,False,large-required
X51006913023,train,0.75,1.0,0.25,0.002028,0.0104,False,large-required
X51006913059,train,0.75,1.0,0.25,0.001897,0.01059,False,large-required
X51006913030,train,0.5,1.0,0.5,0.002032,0.01042,False,large-required
X51006913051,train,0.5,0.75,0.25,0.002101,0.01002,False,large-required
X51006912974,train,0.75,1.0,0.25,0.002041,0.010475,False,large-required
X51006913054,train,0.75,0.75,0.0,0.00211,0.010455,False,small-sufficient
X51007103578,train,1.0,1.0,0.0,0.002319,0.011435,False,small-sufficient
X51006913070,train,0.75,1.0,0.25,0.002065,0.01064,False,large-required
X51006913073,train,0.75,0.75,0.0,0.002072,0.01076,False,small-sufficient
X51006913068,train,0.5,1.0,0.5,0.002087,0.010345,False,large-required
X51006913028,train,0.75,1.0,0.25,0.002039,0.010605,False,large-required
X51007103639,train,1.0,1.0,0.0,0.002228,0.01093,False,small-sufficient
X51006913074,train,0.75,0.75,0.0,0.002116,0.010895,False,small-sufficient
X51007103599,train,1.0,1.0,0.0,0.002146,0.01047,False,small-sufficient
X51007103643,train,1.0,1.0,0.0,0.002275,0.011195,False,small-sufficient
X51007103675,train,0.75,0.75,0.0,0.002197,0.010815,False,small-sufficient
X51007103641,train,1.0,1.0,0.0,0.002276,0.0112,False,small-sufficient
X51007135037,train,0.75,0.75,0.0,0.002137,0.01071,False,small-sufficient
X51007135247,train,0.5,0.5,0.0,0.001986,0.009565,False,small-sufficient
X51007103681,train,0.75,0.75,0.0,0.002113,0.010255,False,small-sufficient
X51007103688,train,0.75,0.75,0.0,0.00213,0.01039,False,small-sufficient
X51007225398,train,0.75,1.0,0.25,0.002028,0.010755,False,large-required
X51007103691,train,1.0,0.75,-0.25,0.002129,0.010485,False,small-sufficient
X51007225442,train,0.75,0.75,0.0,0.002227,0.01093,False,small-sufficient
X51007228448,train,0.75,0.75,0.0,0.001921,0.00933,False,small-sufficient
X51007225417,train,0.75,1.0,0.25,0.002233,0.011045,False,large-required
X51007225399,train,1.0,1.0,0.0,0.002146,0.011465,False,small-sufficient
X51007231374,train,0.5,0.5,0.0,0.002009,0.00988,False,small-sufficient
X51007231344,train,0.5,1.0,0.5,0.002067,0.01059,False,large-required
X51007231338,train,0.75,0.75,0.0,0.00203,0.010145,False,small-sufficient
X51007231370,train,0.5,0.5,0.0,0.001956,0.00926,False,small-sufficient
X51007231365,train,0.5,0.75,0.25,0.002091,0.01055,False,large-required
X51007262328,train,0.75,1.0,0.25,0.002046,0.010025,False,large-required
X51007231361,train,0.5,0.5,0.0,0.002289,0.01145,False,small-sufficient
X51007339095,train,1.0,1.0,0.0,0.002103,0.01049,False,small-sufficient
X51007262330,train,1.0,1.0,0.0,0.002082,0.010255,False,small-sufficient
X51007339094,train,1.0,1.0,0.0,0.002089,0.010415,False,small-sufficient
X51007103702,train,0.75,0.75,0.0,0.002172,0.010615,False,small-sufficient
X51007339098,train,1.0,1.0,0.0,0.00191,0.01029,False,small-sufficient
X51007103692,train,0.75,0.75,0.0,0.002202,0.010825,False,small-sufficient
X51007262315,train,0.75,1.0,0.25,0.002226,0.011125,False,large-required
X51007339097,train,1.0,1.0,0.0,0.00207,0.01029,False,small-sufficient
X51007339100,train,1.0,1.0,0.0,0.002071,0.01029,False,small-sufficient
X51007339107,train,1.0,1.0,0.0,0.002117,0.01059,False,small-sufficient
X51007339106,train,0.75,0.75,0.0,0.00213,0.010675,False,small-sufficient
X51007339110,train,1.0,1.0,0.0,0.002063,0.010225,False,small-sufficient
X51007339111,train,1.0,1.0,0.0,0.002063,0.010225,False,small-sufficient
X51007339115,train,1.0,1.0,0.0,0.001916,0.010335,False,small-sufficient
X51007339113,train,1.0,1.0,0.0,0.002065,0.01029,False,small-sufficient
X51007339114,train,1.0,1.0,0.0,0.002118,0.01066,False,small-sufficient
X51007339118,train,1.0,1.0,0.0,0.001904,0.01023,False,small-sufficient
X51007339117,train,1.0,1.0,0.0,0.002128,0.01065,False,small-sufficient
X51007339126,train,1.0,1.0,0.0,0.002094,0.01045,False,small-sufficient
X51007339112,train,1.0,1.0,0.0,0.002065,0.01029,False,small-sufficient
X51007339120,train,1.0,1.0,0.0,0.002122,0.01059,False,small-sufficient
X51007339130,train,1.0,1.0,0.0,0.002065,0.01029,False,small-sufficient
X51007339132,train,1.0,1.0,0.0,0.00204,0.009965,False,small-sufficient
X51007339135,train,1.0,1.0,0.0,0.002065,0.01029,False,small-sufficient
X51007339131,train,1.0,1.0,0.0,0.00211,0.010545,False,small-sufficient
X51007231336,train,0.75,1.0,0.25,0.002037,0.010455,False,large-required
X51007339136,train,1.0,1.0,0.0,0.002202,0.01117,False,small-sufficient
X51007339133,train,1.0,1.0,0.0,0.00207,0.01029,False,small-sufficient
X51007339139,train,1.0,1.0,0.0,0.002059,0.01021,False,small-sufficient
X51007339146,train,1.0,1.0,0.0,0.00212,0.01056,False,small-sufficient
X51007339151,train,1.0,1.0,0.0,0.00207,0.01029,False,small-sufficient
X51007339158,train,1.0,1.0,0.0,0.00206,0.01027,False,small-sufficient
X51007339157,train,1.0,1.0,0.0,0.00206,0.01027,False,small-sufficient
X51007339152,train,1.0,1.0,0.0,0.002073,0.010305,False,small-sufficient
X51007339162,train,1.0,1.0,0.0,0.001939,0.01054,False,small-sufficient
X51007339167,train,1.0,1.0,0.0,0.00211,0.010575,False,small-sufficient
X51007339156,train,1.0,1.0,0.0,0.002065,0.01029,False,small-sufficient
X51007339164,train,1.0,1.0,0.0,0.002117,0.01059,False,small-sufficient
X51007339639,train,1.0,1.0,0.0,0.002053,0.01147,False,small-sufficient
X51007339642,train,1.0,1.0,0.0,0.002216,0.01148,False,small-sufficient
X51007339150,train,1.0,1.0,0.0,0.002084,0.010415,False,small-sufficient
X51007339166,train,1.0,1.0,0.0,0.002109,0.010595,False,small-sufficient
X51007339165,train,1.0,1.0,0.0,0.002147,0.01086,False,small-sufficient
X51007339647,train,1.0,1.0,0.0,0.002211,0.01147,False,small-sufficient
X51007339643,train,1.0,1.0,0.0,0.002218,0.011495,False,small-sufficient
X51007339648,train,1.0,1.0,0.0,0.002214,0.01148,False,small-sufficient
X51007339651,train,1.0,1.0,0.0,0.002216,0.011485,False,small-sufficient
X51007339650,train,1.0,1.0,0.0,0.002221,0.01152,False,small-sufficient
X51007339653,train,1.0,1.0,0.0,0.002177,0.01104,False,small-sufficient
X51007339656,train,1.0,1.0,0.0,0.002211,0.01147,False,small-sufficient
X51007419197,train,0.75,0.75,0.0,0.002154,0.0103,False,small-sufficient
X51007843145,train,0.5,0.5,0.0,0.001856,0.009685,False,small-sufficient
X51007391372,train,1.0,1.0,0.0,0.001951,0.01073,False,small-sufficient
X51007339657,train,1.0,1.0,0.0,0.002247,0.011645,False,small-sufficient
X51007846270,train,0.75,0.75,0.0,0.002203,0.011285,False,small-sufficient
X51007579726,train,1.0,1.0,0.0,0.002119,0.010595,False,small-sufficient
X51007339658,train,1.0,1.0,0.0,0.002214,0.01146,False,small-sufficient
X51007846269,train,0.75,1.0,0.25,0.002053,0.01045,False,large-required
X51007846286,train,0.5,0.75,0.25,0.002144,0.010765,False,large-required
X51007846302,train,0.75,0.75,0.0,0.002212,0.01132,False,small-sufficient
X51007846301,train,0.75,1.0,0.25,0.002082,0.010645,False,large-required
X51007846305,train,1.0,0.75,-0.25,0.002439,0.01257,False,small-sufficient
X51007846325,train,0.75,1.0,0.25,0.002188,0.01095,False,large-required
X51007846326,train,0.5,0.75,0.25,0.002038,0.010075,False,large-required
X51007846350,train,0.75,1.0,0.25,0.002231,0.0111,False,large-required
X51007846307,train,0.75,1.0,0.25,0.002055,0.01046,False,large-required
X51007846309,train,0.75,1.0,0.25,0.001881,0.010425,False,large-required
X51007846353,train,1.0,1.0,0.0,0.002114,0.010265,False,small-sufficient
X51007846368,train,1.0,1.0,0.0,0.002291,0.01158,False,small-sufficient
X51007846357,train,1.0,1.0,0.0,0.001995,0.00938,False,small-sufficient
X51007846366,train,1.0,0.75,-0.25,0.002226,0.011215,False,small-sufficient
X51007846370,train,0.75,1.0,0.25,0.002063,0.01053,False,large-required
X51007846410,train,1.0,1.0,0.0,0.002066,0.01029,False,small-sufficient
X51007846391,train,0.75,1.0,0.25,0.002061,0.01053,False,large-required
X51007846388,train,0.5,1.0,0.5,0.002131,0.01053,False,large-required
X51007846395,train,0.75,1.0,0.25,0.002118,0.010455,False,large-required
X51008030560,train,1.0,1.0,0.0,0.002043,0.010125,False,small-sufficient
X51007846393,train,0.5,1.0,0.5,0.002171,0.011055,False,large-required
X51008042777,train,1.0,1.0,0.0,0.001863,0.00995,False,small-sufficient
X51007846451,train,0.75,1.0,0.25,0.0021,0.01036,False,large-required
X51008030566,train,1.0,1.0,0.0,0.002064,0.010185,False,small-sufficient
X51008030565,train,1.0,1.0,0.0,0.002066,0.010185,False,small-sufficient
X51008042792,train,1.0,1.0,0.0,0.002025,0.00994,False,small-sufficient
X51008042791,train,1.0,1.0,0.0,0.00202,0.00993,False,small-sufficient
X51008042783,train,0.75,1.0,0.25,0.002124,0.01053,False,large-required
X51008042782,train,1.0,1.0,0.0,0.002043,0.01007,False,small-sufficient
X51008099041,train,1.0,1.0,0.0,0.00201,0.00988,False,small-sufficient
X51008064061,train,0.75,0.75,0.0,0.002227,0.01096,False,small-sufficient
X51008042793,train,1.0,1.0,0.0,0.001986,0.00968,False,small-sufficient
X51008063849,train,0.75,0.75,0.0,0.002149,0.01046,False,small-sufficient
X51008099044,train,1.0,1.0,0.0,0.002053,0.01015,False,small-sufficient
X51007846412,train,0.75,1.0,0.25,0.002325,0.01231,False,large-required
X51008099043,train,1.0,1.0,0.0,0.002032,0.01002,False,small-sufficient
X51008099081,train,1.0,1.0,0.0,0.002011,0.0099,False,small-sufficient
X51008042778,train,1.0,1.0,0.0,0.002042,0.010065,False,small-sufficient
X51008099073,train,0.75,0.75,0.0,0.001981,0.00966,False,small-sufficient
X51008099071,train,0.75,0.75,0.0,0.00202,0.00981,False,small-sufficient
X51008099054,train,0.5,1.0,0.5,0.002028,0.009925,False,large-required
X51008099049,train,0.5,0.75,0.25,0.002112,0.01047,False,large-required
X51008099046,train,1.0,1.0,0.0,0.002032,0.01002,False,small-sufficient
X51008099084,train,1.0,1.0,0.0,0.002032,0.01002,False,small-sufficient
X51008099102,train,0.5,0.75,0.25,0.002044,0.011125,False,large-required
X51008099087,train,1.0,1.0,0.0,0.002033,0.010015,False,small-sufficient
X51006913055,train,1.0,1.0,0.0,0.002064,0.010275,False,small-sufficient
X51008099089,train,1.0,1.0,0.0,0.002056,0.010155,False,small-sufficient
X51008099083,train,1.0,1.0,0.0,0.002056,0.01031,False,small-sufficient
X51008114260,train,0.25,0.25,0.0,0.001962,0.00931,False,small-sufficient
X51008099085,train,1.0,1.0,0.0,0.002035,0.01004,False,small-sufficient
X51008114262,train,0.25,0.25,0.0,0.001995,0.009525,False,small-sufficient
X51008114216,train,0.75,0.75,0.0,0.00215,0.010515,False,small-sufficient
X51008114217,train,0.75,0.75,0.0,0.002259,0.01119,False,small-sufficient
X51008114281,train,0.25,0.25,0.0,0.001975,0.00939,False,small-sufficient
X51007846398,train,0.5,0.75,0.25,0.002081,0.01064,False,large-required
X51008114266,train,0.25,0.25,0.0,0.002009,0.009635,False,small-sufficient
X51008114282,train,0.25,0.25,0.0,0.001968,0.00938,False,small-sufficient
X51008114284,train,0.5,0.5,0.0,0.002155,0.010565,False,small-sufficient
X51008114321,train,0.75,0.75,0.0,0.00175,0.00913,False,small-sufficient
X51008123446,train,0.5,0.75,0.25,0.001991,0.009405,False,large-required
X51008114283,train,0.75,0.75,0.0,0.002185,0.0108,False,small-sufficient
X51008123447,train,0.5,0.75,0.25,0.002,0.009465,False,large-required
X51008099048,train,1.0,1.0,0.0,0.002034,0.01002,False,small-sufficient
X51008122920,train,1.0,1.0,0.0,0.002044,0.01019,False,small-sufficient
X51008123451,train,1.0,1.0,0.0,0.001992,0.009845,False,small-sufficient
X51008123599,train,1.0,0.75,-0.25,0.002056,0.010345,False,small-sufficient
X51008123450,train,0.5,0.25,-0.25,0.00203,0.00996,False,small-sufficient
X51008123580,train,0.5,0.5,0.0,0.002219,0.010955,False,small-sufficient
X51008128062,train,0.5,0.5,0.0,0.001919,0.009205,False,small-sufficient
X51008142031,train,0.75,0.75,0.0,0.002097,0.01067,False,small-sufficient
X51008142005,train,0.75,1.0,0.25,0.002079,0.01052,False,large-required
X51008128052,train,0.75,0.75,0.0,0.001987,0.009595,False,small-sufficient
X51008128065,train,0.25,0.25,0.0,0.001966,0.0094,False,small-sufficient
X51008123604,train,1.0,0.75,-0.25,0.002119,0.010675,False,small-sufficient
X51008142033,train,0.75,0.75,0.0,0.002057,0.0104,False,small-sufficient
X51008142032,train,0.75,0.75,0.0,0.001926,0.010555,False,small-sufficient
X51008142034,train,0.75,0.75,0.0,0.002132,0.010645,False,small-sufficient
X51008142038,train,0.0,0.0,0.0,0.00197,0.00937,False,small-sufficient
X51008142059,train,1.0,0.75,-0.25,0.002071,0.0101,False,small-sufficient
X51008142062,train,1.0,0.75,-0.25,0.002079,0.01011,False,small-sufficient
X51008142063,train,1.0,0.75,-0.25,0.002111,0.01028,False,small-sufficient
X51008142030,train,0.75,0.75,0.0,0.002062,0.01042,False,small-sufficient
X51008142058,train,1.0,1.0,0.0,0.002045,0.009925,False,small-sufficient
X51008142061,train,1.0,0.75,-0.25,0.002088,0.01015,False,small-sufficient
X51008123586,train,0.5,0.5,0.0,0.002279,0.011055,False,small-sufficient
X51008142068,train,1.0,0.75,-0.25,0.002053,0.009965,False,small-sufficient
X51008164510,train,0.75,1.0,0.25,0.001847,0.00874,False,large-required
X51008145505,train,0.75,0.75,0.0,0.001958,0.00966,False,small-sufficient
X51008164420,train,0.75,1.0,0.25,0.001892,0.010135,False,large-required
X51008145450,train,0.5,0.5,0.0,0.001955,0.00927,False,small-sufficient
X51008123476,train,0.5,0.75,0.25,0.002004,0.009485,False,large-required
X51008164969,train,0.75,0.75,0.0,0.002068,0.01043,False,small-sufficient
X51008164525,train,1.0,0.75,-0.25,0.002161,0.011195,False,small-sufficient
X51008164524,train,0.75,0.75,0.0,0.002177,0.0107,False,small-sufficient
X51008164991,train,0.75,1.0,0.25,0.001888,0.01034,False,large-required
X51008145504,train,1.0,1.0,0.0,0.001862,0.010135,False,small-sufficient
X51009453801,train,0.75,0.75,0.0,0.001937,0.009665,False,small-sufficient
X51008164999,train,0.75,1.0,0.25,0.002108,0.01067,False,large-required
X51008164998,train,0.75,0.75,0.0,0.002037,0.01024,False,small-sufficient
X51008142060,train,1.0,0.75,-0.25,0.002065,0.01004,False,small-sufficient
X51008164997,train,0.75,1.0,0.25,0.00205,0.01032,False,large-required
X51008142065,train,0.75,1.0,0.25,0.002112,0.01031,False,large-required
X51008164996,train,0.75,1.0,0.25,0.002085,0.010585,False,large-required
X51009453804,train,1.0,1.0,0.0,0.002133,0.010475,False,small-sufficient
X51008164992,train,0.75,1.0,0.25,0.002076,0.010495,False,large-required
